5.413475645363422e-5	5.555259109145359e-5	6.518126104621859e-5	7.312392569139639e-5	7.844043627652612e-5	7.092995145010676e-5	5.1921512881270514e-5	2.6221504619472773e-5	2.4590962203195843e-5	3.121763331407528e-5	3.884323790081666e-5	4.028658317735558e-5	3.284004262349129e-5	2.135414264378498e-5	1.4531186054263332e-5	1.1571004049358926e-5
5.220376552342594e-5	5.34749519415367e-5	6.352299874797482e-5	7.185103947932298e-5	7.709419492594847e-5	6.952876964004881e-5	5.046802916264458e-5	2.5182847539799956e-5	2.316069382270861e-5	2.98301088114261e-5	3.722557000323027e-5	3.8410634677512375e-5	3.057685120947388e-5	1.9112508940221187e-5	1.2047910473634367e-5	9.291158608804885e-6
4.3876315314038874e-5	4.5093506071313636e-5	5.569827323916403e-5	6.46821499992482e-5	7.007168234951844e-5	6.338877053563761e-5	4.374154412764321e-5	2.1428533205491626e-5	1.8459426073126156e-5	2.5783692373470846e-5	3.2595744057178347e-5	3.3146156546577036e-5	2.4716413862977456e-5	1.3298576814532628e-5	5.844596208038689e-6	3.2784667639504665e-6
3.0055399828336735e-5	3.128784250252646e-5	4.2595393607822904e-5	5.210544061577404e-5	5.706647110812506e-5	4.940559583170595e-5	2.8397542017638955e-5	1.1191449638380506e-5	7.395549965708682e-6	1.899994300072949e-5	2.400598801853603e-5	2.3252241383070623e-5	1.4422681931288068e-5	2.9887180929774344e-6	-4.878998397365422e-6	-7.088108381221841e-6
1.738219682182444e-5	1.849202069531919e-5	3.0237364544825054e-5	4.0312139623340135e-5	4.504637744762055e-5	3.446267786776264e-5	1.5289767600022968e-5	-9.885890854062534e-7	-3.621660749882419e-6	7.83896641427852e-6	1.1456650055333584e-5	9.157024128916673e-6	6.28863317563076e-8	-1.1137284882827139e-5	-1.9291894307881766e-5	-2.1020519001633647e-5
4.0970803936113965e-6	5.080789513091011e-6	1.6052108492869055e-5	2.776293327242071e-5	2.9004811491804067e-5	2.0884138254360145e-5	8.436585462179149e-6	-7.465854882789569e-6	-8.99142301596779e-6	-4.480443058119392e-6	-4.430818294343428e-6	-8.740587146373595e-6	-1.800774978629141e-5	-2.812993125280206e-5	-3.58561365114796e-5	-3.6895886210818845e-5
-1.2105222991361345e-5	-1.0805356035338732e-5	-9.172406068053314e-7	1.0496279489260222e-5	1.293740931953908e-5	6.081615087392591e-6	-1.9700235696300494e-6	-1.0886049675198719e-5	-1.2625411414064053e-5	-1.2364450114015402e-5	-1.6038472188363318e-5	-2.315975246255708e-5	-3.309234524079648e-5	-4.299466362231411e-5	-5.058072745163679e-5	-5.1236715588259406e-5
-2.5910925282326616e-5	-2.52268090111062e-5	-1.8380413244916392e-5	-1.0932460655786014e-5	-6.407181820352307e-6	-7.044356688453685e-6	-1.048990579440411e-5	-1.2728840514152816e-5	-1.3625719290821586e-5	-1.4696905314345323e-5	-1.893188839443069e-5	-2.5499175761005963e-5	-3.5844183227945245e-5	-4.5830308088685016e-5	-5.3420993467321606e-5	-5.418280830208396e-5
-3.6231513955752156e-5	-3.632776539428436e-5	-3.3377527145444635e-5	-3.26521310875393e-5	-2.7894123638469648e-5	-2.0898364775984336e-5	-1.5775471766286752e-5	-1.2911074465356975e-5	-1.3343993326803323e-5	-1.4274455034455529e-5	-1.617183266523111e-5	-2.047783486012167e-5	-2.8900552467450746e-5	-3.710391242416205e-5	-4.473544747098835e-5	-4.604083271244033e-5
-3.428061781321441e-5	-3.701880534795948e-5	-3.69257064925745e-5	-3.8235119199028e-5	-3.706833504512442e-5	-3.309465228240209e-5	-2.062118725335756e-5	-1.1871105276760774e-5	-1.065320842927065e-5	-1.1357848603571453e-5	-1.2544618741470217e-5	-1.477814170531415e-5	-2.1006593762430115e-5	-2.8066090247102867e-5	-3.590809789171933e-5	-3.782907933102597e-5
-2.2654633077469506e-5	-2.4668077595193876e-5	-2.5700592382850483e-5	-2.751594048936638e-5	-2.830049915345141e-5	-2.869671662386055e-5	-1.9506207827810922e-5	-9.714364869234133e-6	-6.659454640792385e-6	-3.6174489731771882e-6	-3.639637940802665e-6	-2.0918537819976466e-6	-7.04349216191713e-6	-1.3577948261892642e-5	-2.094944972936237e-5	-2.328609008156808e-5
-1.4324612075735602e-5	-1.4972707884673329e-5	-1.4983580596034237e-5	-1.5765953923510003e-5	-1.3667218859075804e-5	-1.1326393670875717e-5	-5.2514051738392574e-6	1.8399094026481369e-6	5.730067456861075e-6	9.84566295427386e-6	1.8459741615512294e-5	2.374934672839108e-5	2.1045175185462978e-5	1.5173433450526961e-5	8.437972201155708e-6	5.420941413709099e-6
-9.02351153528574e-6	-8.772136060018602e-6	-8.112536039088232e-6	-7.913648106800558e-6	-2.7053797067217757e-6	4.095896578031944e-6	1.2187340316403188e-5	1.9400301467247254e-5	2.320037549732813e-5	3.0353785642742322e-5	4.402694794093228e-5	5.155518208984882e-5	4.9751911378341615e-5	4.420521067293492e-5	3.781009121083022e-5	3.4384550958693885e-5
-6.247179626046049e-6	-5.326487154755171e-6	-4.101732864515012e-6	-2.946857431174979e-6	4.041894593030931e-6	1.435304366730766e-5	2.4870334084161998e-5	3.116573094271211e-5	3.425391672853568e-5	4.879945007703687e-5	6.230140755457918e-5	6.981134167630403e-5	6.788174216372904e-5	6.253009816256639e-5	5.6323735110731614e-5	5.270447967018464e-5
-4.968712357582912e-6	-3.7000589100411605e-6	-2.2257734524381775e-6	-1.5704490246367005e-7	7.510810576544973e-6	1.9303999464487763e-5	3.1536106635198804e-5	3.7408805421105574e-5	4.1004924826101364e-5	5.7301152041146e-5	7.156415066349121e-5	7.910622268695764e-5	7.735524099005276e-5	7.231458037865654e-5	6.629502435322217e-5	6.239791417251612e-5
-4.477734470929406e-6	-3.1520904599301007e-6	-1.650568087853627e-6	8.683123935433312e-7	8.895742881259955e-6	2.095343395655709e-5	3.360483817592668e-5	3.810971952948887e-5	4.408546854617031e-5	6.037849838935527e-5	7.478325165914798e-5	8.235101003593637e-5	8.081524348798973e-5	7.598245316431539e-5	6.999703602125767e-5	6.587485202182755e-5
